Область,Год,Кол-во,Округ
Еврейская_автономная_область,2013,22743,Дальневосточный_федеральный_округ
Еврейская_автономная_область,2014,21247,Дальневосточный_федеральный_округ
Еврейская_автономная_область,2015,29013,Дальневосточный_федеральный_округ
Еврейская_автономная_область,2016,29024,Дальневосточный_федеральный_округ
Еврейская_автономная_область,2017,27862,Дальневосточный_федеральный_округ
Еврейская_автономная_область,2018,36153,Дальневосточный_федеральный_округ
Еврейская_автономная_область,2019,35217,Дальневосточный_федеральный_округ
Еврейская_автономная_область,2020,26292,Дальневосточный_федеральный_округ
Чукотский_автономный_округ,2013,26819,Дальневосточный_федеральный_округ
Чукотский_автономный_округ,2014,9099,Дальневосточный_федеральный_округ
Чукотский_автономный_округ,2015,9323,Дальневосточный_федеральный_округ
Чукотский_автономный_округ,2016,12607,Дальневосточный_федеральный_округ
Чукотский_автономный_округ,2017,17525,Дальневосточный_федеральный_округ
Чукотский_автономный_округ,2018,14387,Дальневосточный_федеральный_округ
Чукотский_автономный_округ,2019,27426,Дальневосточный_федеральный_округ
Чукотский_автономный_округ,2020,15582,Дальневосточный_федеральный_округ
Республика_Карелия,2013,227849,Северо-Западный_федеральный_округ
Республика_Карелия,2014,227977,Северо-Западный_федеральный_округ
Республика_Карелия,2015,363728,Северо-Западный_федеральный_округ
Республика_Карелия,2016,379400,Северо-Западный_федеральный_округ
Республика_Карелия,2017,375733,Северо-Западный_федеральный_округ
Республика_Карелия,2018,423362,Северо-Западный_федеральный_округ
Республика_Карелия,2019,435269,Северо-Западный_федеральный_округ
Республика_Карелия,2020,381268,Северо-Западный_федеральный_округ
Республика_Коми,2013,197646,Северо-Западный_федеральный_округ
Республика_Коми,2014,178117,Северо-Западный_федеральный_округ
Республика_Коми,2015,267678,Северо-Западный_федеральный_округ
Республика_Коми,2016,208080,Северо-Западный_федеральный_округ
Республика_Коми,2017,192978,Северо-Западный_федеральный_округ
Республика_Коми,2018,205996,Северо-Западный_федеральный_округ
Республика_Коми,2019,228144,Северо-Западный_федеральный_округ
Республика_Коми,2020,141619,Северо-Западный_федеральный_округ
Архангельская_область,2013,272495,Северо-Западный_федеральный_округ
Архангельская_область,2014,267464,Северо-Западный_федеральный_округ
Архангельская_область,2015,345218,Северо-Западный_федеральный_округ
Архангельская_область,2016,274946,Северо-Западный_федеральный_округ
Архангельская_область,2017,264861,Северо-Западный_федеральный_округ
Архангельская_область,2018,301721,Северо-Западный_федеральный_округ
Архангельская_область,2019,347028,Северо-Западный_федеральный_округ
Архангельская_область,2020,202365,Северо-Западный_федеральный_округ
Вологодская_область,2013,292970,Северо-Западный_федеральный_округ
Вологодская_область,2014,245110,Северо-Западный_федеральный_округ
Вологодская_область,2015,397641,Северо-Западный_федеральный_округ
Вологодская_область,2016,373975,Северо-Западный_федеральный_округ
Вологодская_область,2017,446296,Северо-Западный_федеральный_округ
Вологодская_область,2018,494268,Северо-Западный_федеральный_округ
Вологодская_область,2019,468083,Северо-Западный_федеральный_округ
Вологодская_область,2020,279338,Северо-Западный_федеральный_округ
Калининградская_область,2013,237906,Северо-Западный_федеральный_округ
Калининградская_область,2014,316951,Северо-Западный_федеральный_округ
Калининградская_область,2015,472314,Северо-Западный_федеральный_округ
Калининградская_область,2016,461203,Северо-Западный_федеральный_округ
Калининградская_область,2017,480654,Северо-Западный_федеральный_округ
Калининградская_область,2018,542617,Северо-Западный_федеральный_округ
Калининградская_область,2019,556336,Северо-Западный_федеральный_округ
Калининградская_область,2020,515481,Северо-Западный_федеральный_округ
Ленинградская_область,2013,333456,Северо-Западный_федеральный_округ
Ленинградская_область,2014,342545,Северо-Западный_федеральный_округ
Ленинградская_область,2015,585363,Северо-Западный_федеральный_округ
Ленинградская_область,2016,602858,Северо-Западный_федеральный_округ
Ленинградская_область,2017,682257,Северо-Западный_федеральный_округ
Ленинградская_область,2018,984720,Северо-Западный_федеральный_округ
Ленинградская_область,2019,1062413,Северо-Западный_федеральный_округ
Ленинградская_область,2020,953320,Северо-Западный_федеральный_округ
Мурманская_область,2013,186722,Северо-Западный_федеральный_округ
Мурманская_область,2014,177896,Северо-Западный_федеральный_округ
Мурманская_область,2015,199619,Северо-Западный_федеральный_округ
Мурманская_область,2016,214088,Северо-Западный_федеральный_округ
Мурманская_область,2017,266049,Северо-Западный_федеральный_округ
Мурманская_область,2018,261983,Северо-Западный_федеральный_округ
Мурманская_область,2019,263791,Северо-Западный_федеральный_округ
Мурманская_область,2020,226461,Северо-Западный_федеральный_округ
Новгородская_область,2013,251800,Северо-Западный_федеральный_округ
Новгородская_область,2014,271156,Северо-Западный_федеральный_округ
Новгородская_область,2015,317676,Северо-Западный_федеральный_округ
Новгородская_область,2016,281325,Северо-Западный_федеральный_округ
Новгородская_область,2017,279157,Северо-Западный_федеральный_округ
Новгородская_область,2018,296426,Северо-Западный_федеральный_округ
Новгородская_область,2019,305769,Северо-Западный_федеральный_округ
Новгородская_область,2020,247082,Северо-Западный_федеральный_округ
Псковская_область,2013,247284,Северо-Западный_федеральный_округ
Псковская_область,2014,241853,Северо-Западный_федеральный_округ
Псковская_область,2015,342136,Северо-Западный_федеральный_округ
Псковская_область,2016,317753,Северо-Западный_федеральный_округ
Псковская_область,2017,346777,Северо-Западный_федеральный_округ
Псковская_область,2018,340843,Северо-Западный_федеральный_округ
Псковская_область,2019,387777,Северо-Западный_федеральный_округ
Псковская_область,2020,249348,Северо-Западный_федеральный_округ
Город_Санкт-Петербург_город_федерального_значения,2013,1803787,Северо-Западный_федеральный_округ
Город_Санкт-Петербург_город_федерального_значения,2014,1940062,Северо-Западный_федеральный_округ
Город_Санкт-Петербург_город_федерального_значения,2015,2123762,Северо-Западный_федеральный_округ
Город_Санкт-Петербург_город_федерального_значения,2016,2498059,Северо-Западный_федеральный_округ
Город_Санкт-Петербург_город_федерального_значения,2017,3576994,Северо-Западный_федеральный_округ
Город_Санкт-Петербург_город_федерального_значения,2018,3897736,Северо-Западный_федеральный_округ
Город_Санкт-Петербург_город_федерального_значения,2019,3835825,Северо-Западный_федеральный_округ
Город_Санкт-Петербург_город_федерального_значения,2020,2777133,Северо-Западный_федеральный_округ
Республика_Алтай,2013,95073,Сибирский_федеральный_округ
Республика_Алтай,2014,84782,Сибирский_федеральный_округ
Республика_Алтай,2015,179084,Сибирский_федеральный_округ
Республика_Алтай,2016,205684,Сибирский_федеральный_округ
Республика_Алтай,2017,161996,Сибирский_федеральный_округ
Республика_Алтай,2018,196375,Сибирский_федеральный_округ
Республика_Алтай,2019,222695,Сибирский_федеральный_округ
Республика_Алтай,2020,148843,Сибирский_федеральный_округ
Республика_Тыва,2013,56894,Сибирский_федеральный_округ
Республика_Тыва,2014,42334,Сибирский_федеральный_округ
Республика_Тыва,2015,34357,Сибирский_федеральный_округ
Республика_Тыва,2016,30764,Сибирский_федеральный_округ
Республика_Тыва,2017,34919,Сибирский_федеральный_округ
Республика_Тыва,2018,35847,Сибирский_федеральный_округ
Республика_Тыва,2019,39461,Сибирский_федеральный_округ
Республика_Тыва,2020,34138,Сибирский_федеральный_округ
Республика_Хакасия,2013,80769,Сибирский_федеральный_округ
Республика_Хакасия,2014,106046,Сибирский_федеральный_округ
Республика_Хакасия,2015,153783,Сибирский_федеральный_округ
Республика_Хакасия,2016,97117,Сибирский_федеральный_округ
Республика_Хакасия,2017,110909,Сибирский_федеральный_округ
Республика_Хакасия,2018,164336,Сибирский_федеральный_округ
Республика_Хакасия,2019,184141,Сибирский_федеральный_округ
Республика_Хакасия,2020,107791,Сибирский_федеральный_округ
Алтайский_край,2013,487829,Сибирский_федеральный_округ
Алтайский_край,2014,468961,Сибирский_федеральный_округ
Алтайский_край,2015,632491,Сибирский_федеральный_округ
Алтайский_край,2016,590815,Сибирский_федеральный_округ
Алтайский_край,2017,674794,Сибирский_федеральный_округ
Алтайский_край,2018,668879,Сибирский_федеральный_округ
Алтайский_край,2019,702795,Сибирский_федеральный_округ
Алтайский_край,2020,488886,Сибирский_федеральный_округ
Красноярский_край,2013,505379,Сибирский_федеральный_округ
Красноярский_край,2014,480086,Сибирский_федеральный_округ
Красноярский_край,2015,586100,Сибирский_федеральный_округ
Красноярский_край,2016,646121,Сибирский_федеральный_округ
Красноярский_край,2017,611077,Сибирский_федеральный_округ
Красноярский_край,2018,730691,Сибирский_федеральный_округ
Красноярский_край,2019,808051,Сибирский_федеральный_округ
Красноярский_край,2020,527792,Сибирский_федеральный_округ
Иркутская_область,2013,543399,Сибирский_федеральный_округ
Иркутская_область,2014,514209,Сибирский_федеральный_округ
Иркутская_область,2015,848572,Сибирский_федеральный_округ
Иркутская_область,2016,597252,Сибирский_федеральный_округ
Иркутская_область,2017,631240,Сибирский_федеральный_округ
Иркутская_область,2018,724369,Сибирский_федеральный_округ
Иркутская_область,2019,734632,Сибирский_федеральный_округ
Иркутская_область,2020,555303,Сибирский_федеральный_округ
Кемеровская_область_-_Кузбасс,2013,328680,Сибирский_федеральный_округ
Кемеровская_область_-_Кузбасс,2014,286467,Сибирский_федеральный_округ
Кемеровская_область_-_Кузбасс,2015,476931,Сибирский_федеральный_округ
Кемеровская_область_-_Кузбасс,2016,429060,Сибирский_федеральный_округ
Кемеровская_область_-_Кузбасс,2017,540580,Сибирский_федеральный_округ
Кемеровская_область_-_Кузбасс,2018,572009,Сибирский_федеральный_округ
Кемеровская_область_-_Кузбасс,2019,572291,Сибирский_федеральный_округ
Кемеровская_область_-_Кузбасс,2020,384330,Сибирский_федеральный_округ
Новосибирская_область,2013,621040,Сибирский_федеральный_округ
Новосибирская_область,2014,547620,Сибирский_федеральный_округ
Новосибирская_область,2015,527659,Сибирский_федеральный_округ
Новосибирская_область,2016,716153,Сибирский_федеральный_округ
Новосибирская_область,2017,822552,Сибирский_федеральный_округ
Новосибирская_область,2018,983053,Сибирский_федеральный_округ
Новосибирская_область,2019,1029796,Сибирский_федеральный_округ
Новосибирская_область,2020,763383,Сибирский_федеральный_округ
Омская_область,2013,403825,Сибирский_федеральный_округ
Омская_область,2014,372114,Сибирский_федеральный_округ
Омская_область,2015,460334,Сибирский_федеральный_округ
Омская_область,2016,338313,Сибирский_федеральный_округ
Омская_область,2017,492668,Сибирский_федеральный_округ
Омская_область,2018,518953,Сибирский_федеральный_округ
Омская_область,2019,479148,Сибирский_федеральный_округ
Омская_область,2020,325446,Сибирский_федеральный_округ
Томская_область,2013,150172,Сибирский_федеральный_округ
Томская_область,2014,124539,Сибирский_федеральный_округ
Томская_область,2015,108208,Сибирский_федеральный_округ
Томская_область,2016,212906,Сибирский_федеральный_округ
Томская_область,2017,211785,Сибирский_федеральный_округ
Томская_область,2018,236656,Сибирский_федеральный_округ
Томская_область,2019,219876,Сибирский_федеральный_округ
Томская_область,2020,122232,Сибирский_федеральный_округ
Республика_Адыгея_(Адыгея),2013,45954,Южный_федеральный_округ
Республика_Адыгея_(Адыгея),2014,45141,Южный_федеральный_округ
Республика_Адыгея_(Адыгея),2015,80940,Южный_федеральный_округ
Республика_Адыгея_(Адыгея),2016,90657,Южный_федеральный_округ
Республика_Адыгея_(Адыгея),2017,107356,Южный_федеральный_округ
Республика_Адыгея_(Адыгея),2018,114400,Южный_федеральный_округ
Республика_Адыгея_(Адыгея),2019,142392,Южный_федеральный_округ
Республика_Адыгея_(Адыгея),2020,111142,Южный_федеральный_округ
Республика_Калмыкия,2013,35523,Южный_федеральный_округ
Республика_Калмыкия,2014,29971,Южный_федеральный_округ
Республика_Калмыкия,2015,36985,Южный_федеральный_округ
Республика_Калмыкия,2016,30713,Южный_федеральный_округ
Республика_Калмыкия,2017,33816,Южный_федеральный_округ
Республика_Калмыкия,2018,38307,Южный_федеральный_округ
Республика_Калмыкия,2019,43248,Южный_федеральный_округ
Республика_Калмыкия,2020,25586,Южный_федеральный_округ
Республика_Крым,2014,412769,Южный_федеральный_округ
Республика_Крым,2015,1535144,Южный_федеральный_округ
Республика_Крым,2016,1624852,Южный_федеральный_округ
Республика_Крым,2017,1528210,Южный_федеральный_округ
Республика_Крым,2018,2028971,Южный_федеральный_округ
Республика_Крым,2019,2308769,Южный_федеральный_округ
Республика_Крым,2020,1915709,Южный_федеральный_округ
Краснодарский_край,2013,2463215,Южный_федеральный_округ
Краснодарский_край,2014,3649006,Южный_федеральный_округ
Краснодарский_край,2015,5233471,Южный_федеральный_округ
Краснодарский_край,2016,5662608,Южный_федеральный_округ
Краснодарский_край,2017,6451412,Южный_федеральный_округ
Краснодарский_край,2018,7820963,Южный_федеральный_округ
Краснодарский_край,2019,8069907,Южный_федеральный_округ
Краснодарский_край,2020,6221507,Южный_федеральный_округ
Астраханская_область,2013,168793,Южный_федеральный_округ
Астраханская_область,2014,155208,Южный_федеральный_округ
Астраханская_область,2015,191342,Южный_федеральный_округ
Астраханская_область,2016,247334,Южный_федеральный_округ
Астраханская_область,2017,251689,Южный_федеральный_округ
Астраханская_область,2018,222970,Южный_федеральный_округ
Астраханская_область,2019,248304,Южный_федеральный_округ
Астраханская_область,2020,196652,Южный_федеральный_округ
Волгоградская_область,2013,332153,Южный_федеральный_округ
Волгоградская_область,2014,291166,Южный_федеральный_округ
Волгоградская_область,2015,482816,Южный_федеральный_округ
Волгоградская_область,2016,556985,Южный_федеральный_округ
Волгоградская_область,2017,590387,Южный_федеральный_округ
Волгоградская_область,2018,691657,Южный_федеральный_округ
Волгоградская_область,2019,686303,Южный_федеральный_округ
Волгоградская_область,2020,484108,Южный_федеральный_округ
Ростовская_область,2013,635907,Южный_федеральный_округ
Ростовская_область,2014,638903,Южный_федеральный_округ
Ростовская_область,2015,821281,Южный_федеральный_округ
Ростовская_область,2016,869140,Южный_федеральный_округ
Ростовская_область,2017,1023404,Южный_федеральный_округ
Ростовская_область,2018,1111305,Южный_федеральный_округ
Ростовская_область,2019,1198098,Южный_федеральный_округ
Ростовская_область,2020,814743,Южный_федеральный_округ
Город_федерального_значения_Севастополь,2014,29348,Южный_федеральный_округ
Город_федерального_значения_Севастополь,2015,289980,Южный_федеральный_округ
Город_федерального_значения_Севастополь,2016,122475,Южный_федеральный_округ
Город_федерального_значения_Севастополь,2017,174043,Южный_федеральный_округ
Город_федерального_значения_Севастополь,2018,162477,Южный_федеральный_округ
Город_федерального_значения_Севастополь,2019,232172,Южный_федеральный_округ
Город_федерального_значения_Севастополь,2020,152438,Южный_федеральный_округ
Республика_Дагестан,2013,79056,Северо-Кавказский_федеральный_округ
Республика_Дагестан,2014,69045,Северо-Кавказский_федеральный_округ
Республика_Дагестан,2015,127974,Северо-Кавказский_федеральный_округ
Республика_Дагестан,2016,138322,Северо-Кавказский_федеральный_округ
Республика_Дагестан,2017,113574,Северо-Кавказский_федеральный_округ
Республика_Дагестан,2018,184140,Северо-Кавказский_федеральный_округ
Республика_Дагестан,2019,165050,Северо-Кавказский_федеральный_округ
Республика_Дагестан,2020,122251,Северо-Кавказский_федеральный_округ
Республика_Ингушетия,2013,5635,Северо-Кавказский_федеральный_округ
Республика_Ингушетия,2014,8503,Северо-Кавказский_федеральный_округ
Республика_Ингушетия,2015,3095,Северо-Кавказский_федеральный_округ
Республика_Ингушетия,2016,2590,Северо-Кавказский_федеральный_округ
Республика_Ингушетия,2017,7025,Северо-Кавказский_федеральный_округ
Республика_Ингушетия,2018,10013,Северо-Кавказский_федеральный_округ
Республика_Ингушетия,2019,8192,Северо-Кавказский_федеральный_округ
Республика_Ингушетия,2020,12927,Северо-Кавказский_федеральный_округ
Кабардино-Балкарская_Республика,2013,85479,Северо-Кавказский_федеральный_округ
Кабардино-Балкарская_Республика,2014,87515,Северо-Кавказский_федеральный_округ
Кабардино-Балкарская_Республика,2015,101242,Северо-Кавказский_федеральный_округ
Кабардино-Балкарская_Республика,2016,104597,Северо-Кавказский_федеральный_округ
Кабардино-Балкарская_Республика,2017,117359,Северо-Кавказский_федеральный_округ
Кабардино-Балкарская_Республика,2018,120446,Северо-Кавказский_федеральный_округ
Кабардино-Балкарская_Республика,2019,153661,Северо-Кавказский_федеральный_округ
Кабардино-Балкарская_Республика,2020,91592,Северо-Кавказский_федеральный_округ
Карачаево-Черкесская_Республика,2013,86015,Северо-Кавказский_федеральный_округ
Карачаево-Черкесская_Республика,2014,101571,Северо-Кавказский_федеральный_округ
Карачаево-Черкесская_Республика,2015,189108,Северо-Кавказский_федеральный_округ
Карачаево-Черкесская_Республика,2016,113709,Северо-Кавказский_федеральный_округ
Карачаево-Черкесская_Республика,2017,99077,Северо-Кавказский_федеральный_округ
Карачаево-Черкесская_Республика,2018,102053,Северо-Кавказский_федеральный_округ
Карачаево-Черкесская_Республика,2019,103978,Северо-Кавказский_федеральный_округ
Карачаево-Черкесская_Республика,2020,89172,Северо-Кавказский_федеральный_округ
Республика_Северная_Осетия-Алания,2013,52124,Северо-Кавказский_федеральный_округ
Республика_Северная_Осетия-Алания,2014,43268,Северо-Кавказский_федеральный_округ
Республика_Северная_Осетия-Алания,2015,48216,Северо-Кавказский_федеральный_округ
Республика_Северная_Осетия-Алания,2016,40909,Северо-Кавказский_федеральный_округ
Республика_Северная_Осетия-Алания,2017,51269,Северо-Кавказский_федеральный_округ
Республика_Северная_Осетия-Алания,2018,67939,Северо-Кавказский_федеральный_округ
Республика_Северная_Осетия-Алания,2019,83729,Северо-Кавказский_федеральный_округ
Республика_Северная_Осетия-Алания,2020,88159,Северо-Кавказский_федеральный_округ
Чеченская_Республика,2013,24290,Северо-Кавказский_федеральный_округ
Чеченская_Республика,2014,33772,Северо-Кавказский_федеральный_округ
Чеченская_Республика,2015,29427,Северо-Кавказский_федеральный_округ
Чеченская_Республика,2016,30574,Северо-Кавказский_федеральный_округ
Чеченская_Республика,2017,46914,Северо-Кавказский_федеральный_округ
Чеченская_Республика,2018,65546,Северо-Кавказский_федеральный_округ
Чеченская_Республика,2019,92303,Северо-Кавказский_федеральный_округ
Чеченская_Республика,2020,110950,Северо-Кавказский_федеральный_округ
Ставропольский_край,2013,769880,Северо-Кавказский_федеральный_округ
Ставропольский_край,2014,803073,Северо-Кавказский_федеральный_округ
Ставропольский_край,2015,804135,Северо-Кавказский_федеральный_округ
Ставропольский_край,2016,937818,Северо-Кавказский_федеральный_округ
Ставропольский_край,2017,957362,Северо-Кавказский_федеральный_округ
Ставропольский_край,2018,1034314,Северо-Кавказский_федеральный_округ
Ставропольский_край,2019,1071168,Северо-Кавказский_федеральный_округ
Ставропольский_край,2020,653447,Северо-Кавказский_федеральный_округ
Курганская_область,2013,109888,Уральский_федеральный_округ
Курганская_область,2014,118438,Уральский_федеральный_округ
Курганская_область,2015,145694,Уральский_федеральный_округ
Курганская_область,2016,160322,Уральский_федеральный_округ
Курганская_область,2017,137593,Уральский_федеральный_округ
Курганская_область,2018,152237,Уральский_федеральный_округ
Курганская_область,2019,170119,Уральский_федеральный_округ
Курганская_область,2020,113684,Уральский_федеральный_округ
Свердловская_область,2013,1058090,Уральский_федеральный_округ
Свердловская_область,2014,981899,Уральский_федеральный_округ
Свердловская_область,2015,1079998,Уральский_федеральный_округ
Свердловская_область,2016,1233451,Уральский_федеральный_округ
Свердловская_область,2017,1241309,Уральский_федеральный_округ
Свердловская_область,2018,1417732,Уральский_федеральный_округ
Свердловская_область,2019,1532558,Уральский_федеральный_округ
Свердловская_область,2020,952364,Уральский_федеральный_округ
Тюменская_область,2013,1104715,Уральский_федеральный_округ
Тюменская_область,2014,949882,Уральский_федеральный_округ
Тюменская_область,2015,1028870,Уральский_федеральный_округ
Тюменская_область,2016,1202008,Уральский_федеральный_округ
Тюменская_область,2017,1359769,Уральский_федеральный_округ
Тюменская_область,2018,1505337,Уральский_федеральный_округ
Тюменская_область,2019,1624451,Уральский_федеральный_округ
Тюменская_область,2020,1079325,Уральский_федеральный_округ
Челябинская_область,2013,706494,Уральский_федеральный_округ
Челябинская_область,2014,734169,Уральский_федеральный_округ
Челябинская_область,2015,800018,Уральский_федеральный_округ
Челябинская_область,2016,786224,Уральский_федеральный_округ
Челябинская_область,2017,900578,Уральский_федеральный_округ
Челябинская_область,2018,954046,Уральский_федеральный_округ
Челябинская_область,2019,964738,Уральский_федеральный_округ
Челябинская_область,2020,657918,Уральский_федеральный_округ